date;nom_plan_eau;habitat;region;latitude;longitude;groupe;especes;nom_commun;type_observation;source;references;code_observation
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO383
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO384
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO385
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO386
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO387
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO388
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO389
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO390
2019-08-23;Marguerite, Rivière;rivière;Centre-du-Québec;46.28765;-72.56083;poisson;Neogobius melanostomus;Gobie à taches noires;Mention du public;GROBEC;;NEME2976
2019-08-24;Châteauguay, Rivière;rivière;Montérégie;45.36093;-73.74585;poisson;Neogobius melanostomus;Gobie à taches noires;Mention du public;SCABRIC;;NEME2989
2019-09-02;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;47.02050;-70.51383;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME2970
2019-09-03;Saint-Laurent, Fleuve;fleuve;Capitale-Nationale;46.84283;-71.18067;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME2971
2019-09-04;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.91517;-70.77433;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME2972
2019-09-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.375557;-72.437498;poisson;Tinca tinca;Tanche;Mention du public;Sentinelle;;TITI2788
2019-09-05;Saint-Laurent, Fleuve;fleuve;Capitale-Nationale;46.67983;-71.85683;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME2973
2019-09-07;Saint-Laurent, Fleuve;fleuve;Mauricie;46.41898;-72.35607;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;Lampsilis;CYCA1011
2019-09-08;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07922;-73.07066;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;Lampsilis;CYCA1013
2019-09-08;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08298;-73.06640;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;Lampsilis;CYCA1012
2019-09-08;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08298;-73.06640;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME2974
2019-09-08;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08298;-73.06640;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;Lampsilis;TITI2201
2019-09-09;Saint-Laurent, Fleuve;fleuve;Ontario;45.08165;-74.51043;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO18
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.06341;-74.50322;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO19
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.03810;-74.49706;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO21
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.05449;-74.48014;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO20
2019-09-09;Saint-Laurent, Fleuve;fleuve;Ontario;45.12675;-74.44720;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO17
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.12410;-74.41897;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO16
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.17061;-74.34013;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO15
2019-09-09;Saint-Laurent, Fleuve;fleuve;Montérégie;45.17250;-74.32894;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO14
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.03112;-73.34545;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE02
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.02589;-73.34412;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE03
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.03949;-73.34104;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE05
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.02717;-73.33641;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE04
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.04503;-73.33465;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE06
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.08331;-73.32012;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE08
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.07283;-73.31997;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE07
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.09143;-73.30702;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE09
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.13205;-73.26596;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE11
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.11945;-73.26496;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE10
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.16582;-73.26138;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE14
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.16365;-73.25461;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE13
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.21379;-73.25227;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE16
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.16010;-73.25215;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE12
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.21983;-73.25184;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE17
2019-09-10;Richelieu, Rivière;rivière;Montérégie;45.20834;-73.25104;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE15
2019-09-10;Batiscan, Rivière;rivière;Mauricie;46.542625;-72.410142;poisson;Tinca tinca;Tanche;Mention du public;Sentinelle;;TITI2789
2019-09-11;Richelieu, Rivière;rivière;Montérégie;45.47327;-73.27210;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE18
2019-09-11;Boivin, Lac;lac;Estrie;45.40373;-72.69935;mollusque ;Cipangopaludina chinensis;Vivipare chinoise;Mention du public;MELCCFP;;CICH10
2019-09-16;Sans Nom, Étang;étang;Montérégie;45.41510;-74.14586;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC164
2019-09-17;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40936;-73.59933;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO418
2019-09-17;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40989;-73.57758;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO417
2019-09-17;Saint-Laurent, Fleuve;fleuve;Montérégie;45.41041;-73.57254;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO415
2019-09-17;Saint-Laurent, Fleuve;fleuve;Montérégie;45.41041;-73.57254;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO416
2019-09-17;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40999;-73.57223;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO414
2019-09-17;Arnaud, Rivière;rivière;Nord-du-Québec;60.01697;-70.02324;poisson;Oncorhynchus gorbuscha;Saumon rose;Mention du public;MELCCFP;;ONGO04
2019-09-20;Belisle, Lac;lac;Mauricie;46.51516;-72.63566;poisson;Carassius auratus;Poisson rouge;Mention du public;MELCCFP;;CAAU58
2019-09-24;Deux Montagnes, Lac des;lac;Montérégie;45.45889;-74.13026;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO419
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena bugensis;Moule quagga;Échantillonnage scientifique;MELCCFP;;DRBU35
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena bugensis;Moule quagga;Échantillonnage scientifique;MELCCFP;;DRBU36
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena bugensis;Moule quagga;Échantillonnage scientifique;MELCCFP;;DRBU37
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO422
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO423
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08873;-72.99492;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO424
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.09741;-72.97630;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO420
2019-09-25;Saint-Laurent, Fleuve;fleuve;Montérégie;46.09741;-72.97630;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO421
2019-09-25;Champlain, Rivière;rivière;Mauricie;46.49131;-72.41090;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2278
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.92564;-73.15814;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO428
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.92564;-73.15814;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO429
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.92564;-73.15814;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO430
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.93130;-73.15463;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO427
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.93935;-73.15156;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO426
2019-10-03;Richelieu, Rivière;rivière;Montérégie;45.94777;-73.14731;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO425
2019-10-11;Cerf, Lac du;lac;Laurentides;46.24596;-75.50335;crustacé;Faxonius rusticus;Écrevisse à taches rouges;Mention du public;Sentinelle;;FARU36
2019-10-21;Brunante, Bassin de la ;bassin;Montréal;45.51031;-73.70759;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU61
2019-10-31;Chambly, Canal de;canal;Montérégie;45.44798;-73.28355;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;COVABAR;;DRPO431
2019-10-31;Chambly, Canal de;canal;Montérégie;45.44762;-73.28341;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;COVABAR;;DRPO432
2019-10-31;Chambly, Canal de;canal;Montérégie;45.44729;-73.28326;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;COVABAR;;DRPO433
2019-11-26;Fillion, Lac;lac;Saguenay - Lac-Saint-Jean;48.48699;-71.19807;poisson;Carassius auratus;Poisson rouge;Échantillonnage scientifique;MELCCFP;IFA;CAAU63
2020-02-19;Saint-Laurent, Fleuve;fleuve;Lanaudière;45.73169;-73.45117;poisson;Tinca tinca;Tanche;Mention du public;OFAH;;TITI2282
2020-03-31;Outaouais, Rivière des;rivière;Laurentides;45.64271;-74.79953;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1023
2020-03-31;Outaouais, Rivière des;rivière;Laurentides;45.64168;-74.65079;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1030
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.61810;-74.62310;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1024
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.61579;-74.61595;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1025
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.61681;-74.61586;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1026
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.61459;-74.61332;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1027
2020-03-31;Outaouais, Rivière des;rivière;Laurentides;45.62880;-74.61083;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1029
2020-03-31;Outaouais, Rivière des;rivière;Laurentides;45.61984;-74.59591;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1028
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56597;-74.44800;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1017
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56395;-74.44272;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1018
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56530;-74.43779;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1019
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56463;-74.42008;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1020
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56459;-74.41122;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1021
2020-03-31;Outaouais, Rivière des;rivière;Ontario;45.56104;-74.39552;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA1022
2020-04-04;Battures, Lac;lac;Montréal;45.45347;-73.55365;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU69
2020-04-04;Battures, Lac;lac;Montréal;45.45353;-73.55365;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU70
2020-04-04;Battures, Lac;lac;Montréal;45.45353;-73.55363;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU71
2020-04-04;Battures, Lac;lac;Montréal;45.45300;-73.55360;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU68
2020-04-04;Battures, Lac;lac;Montréal;45.45298;-73.55356;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU67
2020-04-29;Châteauguay, Rivière;rivière;Montérégie;45.37160;-73.75122;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2283
2020-05-07;Saint-Laurent, Fleuve;fleuve;Montérégie;45.31966;-73.85004;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI2284
2020-05-12;Sans Nom, Étang;étang;Estrie;45.21815;-72.23550;poisson;Carassius auratus;Poisson rouge;Mention du public;MELCCFP;;CAAU64
2020-05-17;Montpellier, Lac;lac;Montérégie;45.53490;-73.29320;poisson;Carassius auratus;Poisson rouge;Mention du public;MELCCFP;;CAAU124
2020-05-18;Battures, Lac;lac;Montréal;45.45622;-73.55394;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU72
2020-05-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.26382;-72.81512;crustacé;Thermocyclops crassus;Copépode T. crassus;Échantillonnage scientifique;Littérature scientifique;Campbell et al. (2024);THCR01
2020-05-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37753;-72.43507;crustacé;Eriocheir sinensis;Crabe chinois à mitaine;Pêche commerciale;MELCCFP;Réseau de détection EAE;ERSI09
2020-05-29;Petit, Canal le;canal;Montérégie;45.318275;-73.925165;poisson;Tinca tinca;Tanche;Mention du public;Sentinelle;;TITI2790
2020-05-29;Magog, Rivière;rivière;Estrie;45.39393;-71.93633;mollusque ;Cipangopaludina chinensis;Vivipare chinoise;Mention du public;MELCCFP;;CICH11
2020-06-07;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.76385;-71.22955;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2285
2020-06-08;Saint-Laurent, Fleuve;fleuve;Montréal;45.64077;-73.48595;poisson;Cyprinus carpio;Carpe commune;Mention du public;MELCCFP;;CYCA1031_2
2020-06-11;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.19252;-72.65260;crustacé;Thermocyclops crassus;Copépode T. crassus;Échantillonnage scientifique;Littérature scientifique;Campbell et al. (2024);THCR02
2020-06-18;Saint-Laurent, Fleuve;fleuve;Montréal;45.46038;-73.55605;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU73
2020-06-22;Rive Sud, Canal de la;canal;Montérégie;45.45185;-73.49635;poisson;Cyprinus carpio;Carpe commune;Mention du public;MELCCFP;;CYCA1032_2
2020-06-23;Saint-François, Rivière;rivière;Estrie;45.56019;-72.00678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO536
2020-06-27;Sans Nom, Ruisseau;ruisseau;Montérégie;45.54347;-73.47146;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU74
2020-06-30;Sans Nom, Étang;étang;Montérégie;45.54481;-73.47160;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU75
2020-07-01;Massawippi, Lac;lac;Estrie;45.27643;-71.97365;mollusque ;Viviparus georgianus ;Vivipare géorgienne;Échantillonnage scientifique;MELCCFP;;VIGE04
2020-07-02;Sans Nom, Étang;étang;Montérégie;45.54568;-73.47058;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU76
2020-07-05;Châteauguay, Rivière;rivière;Montérégie;45.37643;-73.75190;poisson;Tinca tinca;Tanche;Mention du public;MPO;;TITI2286
2020-07-05;Memphrémagog, Lac;lac;Estrie;45.152036;-72.2924;mollusque ;Cipangopaludina chinensis;Vivipare chinoise;Mention du public;Sentinelle;;CICH137
2020-07-07;Battures, Lac;lac;Montréal;45.45606;-73.55391;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU77
2020-07-07;Memphrémagog, Lac;lac;Estrie;45.15208;-72.29243;mollusque ;Cipangopaludina chinensis;Vivipare chinoise;Mention du public;MELCCFP;;CICH17
2020-07-15;Richelieu, Rivière;rivière;Montérégie;45.44551;-73.26202;poisson;Ctenopharyngodon idella;Carpe de roseau;Mention du public;MELCCFP;;CTID02
2020-07-15;Sans Nom, Étang;étang;Bas-Saint-Laurent;47.67870;-68.94983;poisson;Carassius auratus;Poisson rouge;Mention du public;OBV du fleuve Saint-Jean;;CAAU65
2020-07-16;Magog, Rivière;rivière;Estrie;45.354377;-71.97665;mollusque ;Dreissena polymorpha;Moule zébrée;Mention du public;Sentinelle;;DRPO1233
2020-07-20;Nord, Rivière du;rivière;Laurentides;45.63667;-74.36139;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2287
